citrus_id,farm_id,month,week,research_day,tag,brix,size
ixd,mab,10,4,2021.10.19,67,11.91,60.84
jxd,mab,10,4,2021.10.19,68,12.78,62.23
kxd,mab,10,4,2021.10.19,69,10.03,66.67
lxd,mab,10,4,2021.10.19,70,10.69,65.1
mxd,mab,10,4,2021.10.19,71,10.22,67.82
nxd,mab,10,4,2021.10.19,72,11.5,54.42
oxd,mab,10,4,2021.10.19,73,10.82,66.26
pxd,mab,10,4,2021.10.19,74,12.59,70.2
qxd,mab,10,4,2021.10.19,75,12.59,61.83
rxd,mab,10,4,2021.10.19,76,12.59,64.76
sxd,mab,10,4,2021.10.19,77,11.58,62.52
txd,mab,10,4,2021.10.19,78,10.91,55.35
uxd,mab,10,4,2021.10.19,79,9.99,63.08
vxd,mab,10,4,2021.10.19,80,10.67,68.25
wxd,mab,10,4,2021.10.19,81,10.63,52.62
xxd,mab,10,4,2021.10.19,82,10.73,65.24
yxd,mab,10,4,2021.10.19,83,12.29,66.06
zxd,mab,10,4,2021.10.19,84,11.53,54.44
ayd,mab,10,4,2021.10.19,85,11.02,53.56
byd,mab,10,4,2021.10.19,86,11.74,63.14
cyd,mab,10,4,2021.10.19,87,11.09,64.12
dyd,mab,10,4,2021.10.19,88,10.31,58.51
eyd,mab,10,4,2021.10.19,89,10.87,62.1
fyd,mab,10,4,2021.10.19,90,10.11,62.48
gyd,mab,10,4,2021.10.19,91,12.43,62.65
hyd,mab,10,4,2021.10.19,92,11.53,59.48
iyd,mab,10,4,2021.10.19,93,11.69,62.12
jyd,mab,10,4,2021.10.19,94,11.26,63.04
kyd,mab,10,4,2021.10.19,95,11.22,69.64
lyd,mab,10,4,2021.10.19,96,11.3,61.84
myd,mab,10,4,2021.10.19,97,11.56,65.66
nyd,mab,10,4,2021.10.19,98,11.1,62.12
oyd,mab,10,4,2021.10.19,99,10.92,63.82
pyd,mab,10,4,2021.10.19,100,12.26,60.08
ece,mab,11,1,2021.11.2,9,10.67,63.13
fce,mab,11,1,2021.11.2,10,11.13,63.75
gce,mab,11,1,2021.11.2,11,10.53,63.38
hce,mab,11,1,2021.11.2,12,11.61,64.13
ice,mab,11,1,2021.11.2,13,12.19,65.25
jce,mab,11,1,2021.11.2,14,11.6,63.83
kce,mab,11,1,2021.11.2,15,11.64,64.1
lce,mab,11,1,2021.11.2,16,10.78,63.05
mce,mab,11,1,2021.11.2,17,10.46,61.82
nce,mab,11,1,2021.11.2,18,11.06,68.06
oce,mab,11,1,2021.11.2,19,11.86,64.6
pce,mab,11,1,2021.11.2,20,11.53,64.02
qce,mab,11,1,2021.11.2,21,12.09,67.18
rce,mab,11,1,2021.11.2,22,12.08,62.7
sce,mab,11,1,2021.11.2,23,10.97,68.44
tce,mab,11,1,2021.11.2,24,11.26,61.29
uce,mab,11,1,2021.11.2,25,10.31,66.66
vce,mab,11,1,2021.11.2,26,11.12,63.89
wce,mab,11,1,2021.11.2,27,12.72,65.35
xce,mab,11,1,2021.11.2,28,12.07,66.54
yce,mab,11,1,2021.11.2,29,11.31,61.19
zce,mab,11,1,2021.11.2,30,13.16,64.77
ade,mab,11,1,2021.11.2,31,12,65.07
bde,mab,11,1,2021.11.2,32,12.13,63.72
cde,mab,11,1,2021.11.2,33,10.37,67.26
dde,mab,11,1,2021.11.2,34,10.11,63.07
ede,mab,11,1,2021.11.2,35,9.94,63
fde,mab,11,1,2021.11.2,36,11.1,63.79
gde,mab,11,1,2021.11.2,37,12.28,63.81
hde,mab,11,1,2021.11.2,38,11.54,65.04
ide,mab,11,1,2021.11.2,39,12.14,65.81
jde,mab,11,1,2021.11.2,40,12.71,61.22
kde,mab,11,1,2021.11.2,41,11.3,66.3
lde,mab,11,1,2021.11.2,42,10.37,62.81
mde,mab,11,1,2021.11.2,43,11.03,65.92
nde,mab,11,1,2021.11.2,44,10.9,67.29
ode,mab,11,1,2021.11.2,45,11.41,61.29
pde,mab,11,1,2021.11.2,46,11.1,63.16
qde,mab,11,1,2021.11.2,47,12.31,62.26
rde,mab,11,1,2021.11.2,48,13.66,64.86
sde,mab,11,1,2021.11.2,49,12.33,63.82
tde,mab,11,1,2021.11.2,50,11.26,65.04
ude,mab,11,1,2021.11.2,51,11.34,65.49
vde,mab,11,1,2021.11.2,52,9.72,63.74
wde,mab,11,1,2021.11.2,53,10.42,64.89
xde,mab,11,1,2021.11.2,54,12.47,65.59
yde,mab,11,1,2021.11.2,55,12.32,66.18
zde,mab,11,1,2021.11.2,56,12.56,66.52
aee,mab,11,1,2021.11.2,57,11.29,63.54
bee,mab,11,1,2021.11.2,58,12.22,64.59
cee,mab,11,1,2021.11.2,59,11.46,66.18
dee,mab,11,1,2021.11.2,60,10.62,67.16
eee,mab,11,1,2021.11.2,61,10.09,64.3
fee,mab,11,1,2021.11.2,62,10.34,64.48
gee,mab,11,1,2021.11.2,63,10.88,63.3
hee,mab,11,1,2021.11.2,64,12.49,63.38
iee,mab,11,1,2021.11.2,65,12.03,66.7
jee,mab,11,1,2021.11.2,66,11.2,63.05
kee,mab,11,1,2021.11.2,67,13.3,64.01
lee,mab,11,1,2021.11.2,68,13.58,67.71
mee,mab,11,1,2021.11.2,69,10.7,65.45
nee,mab,11,1,2021.11.2,70,10.99,65.47
oee,mab,11,1,2021.11.2,71,11.01,63.46
pee,mab,11,1,2021.11.2,72,12.61,64.73
qee,mab,11,1,2021.11.2,73,11.79,64.65
ree,mab,11,1,2021.11.2,74,13.06,63.22
see,mab,11,1,2021.11.2,75,12.82,64.59
tee,mab,11,1,2021.11.2,76,13.21,65.49
uee,mab,11,1,2021.11.2,77,12.22,64.73
vee,mab,11,1,2021.11.2,78,10.99,66.92
wee,mab,11,1,2021.11.2,79,10.94,67.15
xee,mab,11,1,2021.11.2,80,10.36,63.13
yee,mab,11,1,2021.11.2,81,10.03,64.14
zee,mab,11,1,2021.11.2,82,11.64,63.73
afe,mab,11,1,2021.11.2,83,11.68,63.53
bfe,mab,11,1,2021.11.2,84,11.79,64.15
cfe,mab,11,1,2021.11.2,85,11.61,64.67
dfe,mab,11,1,2021.11.2,86,11.06,63.86
efe,mab,11,1,2021.11.2,87,11.16,61.94
ffe,mab,11,1,2021.11.2,88,11.93,65.43
gfe,mab,11,1,2021.11.2,89,10.99,64.23
hfe,mab,11,1,2021.11.2,90,10.8,63.31
ife,mab,11,1,2021.11.2,91,12.71,65.64
jfe,mab,11,1,2021.11.2,92,12.08,61.87
kfe,mab,11,1,2021.11.2,93,11.98,65.26
lfe,mab,11,1,2021.11.2,94,11.46,63.47
mfe,mab,11,1,2021.11.2,95,11.77,64.43
nfe,mab,11,1,2021.11.2,96,11.49,63.79
ofe,mab,11,1,2021.11.2,97,11.5,64.63
pfe,mab,11,1,2021.11.2,98,11.46,64.86
qfe,mab,11,1,2021.11.2,99,11.46,61.97
rfe,mab,11,1,2021.11.2,100,12.17,65.04
sfe,mab,11,2,2021.11.11,9,10.74,64.84
tfe,mab,11,2,2021.11.11,10,11.07,73.05
ufe,mab,11,2,2021.11.11,11,10.43,69.78
vfe,mab,11,2,2021.11.11,12,11.67,67.35
wfe,mab,11,2,2021.11.11,13,12.28,65.74
xfe,mab,11,2,2021.11.11,14,11.81,65.79
yfe,mab,11,2,2021.11.11,15,11.71,67.78
zfe,mab,11,2,2021.11.11,16,10.88,63.74
age,mab,11,2,2021.11.11,17,10.62,68.85
bge,mab,11,2,2021.11.11,18,11.11,68.38
cge,mab,11,2,2021.11.11,19,11.88,63.22
dge,mab,11,2,2021.11.11,20,11.54,61.69
ege,mab,11,2,2021.11.11,21,12.06,64.44
fge,mab,11,2,2021.11.11,22,12.1,63.43
gge,mab,11,2,2021.11.11,23,10.98,62.3
hge,mab,11,2,2021.11.11,24,11.29,69.26
ige,mab,11,2,2021.11.11,25,10.3,65.35
jge,mab,11,2,2021.11.11,26,11.29,65.58
kge,mab,11,2,2021.11.11,27,12.64,66.76
lge,mab,11,2,2021.11.11,28,12.27,66.39
mge,mab,11,2,2021.11.11,29,11.23,65.26
nge,mab,11,2,2021.11.11,30,13.13,63.09
oge,mab,11,2,2021.11.11,31,11.99,64.81
pge,mab,11,2,2021.11.11,32,12.29,65.94
qge,mab,11,2,2021.11.11,33,10.36,64.97
rge,mab,11,2,2021.11.11,34,10.12,71.44
sge,mab,11,2,2021.11.11,35,10.12,65.02
tge,mab,11,2,2021.11.11,36,11.1,70.42
uge,mab,11,2,2021.11.11,37,12.28,67.49
vge,mab,11,2,2021.11.11,38,11.64,72.36
wge,mab,11,2,2021.11.11,39,12.08,67.64
xge,mab,11,2,2021.11.11,40,12.64,69.23
yge,mab,11,2,2021.11.11,41,11.42,68.7
zge,mab,11,2,2021.11.11,42,10.44,64.47
ahe,mab,11,2,2021.11.11,43,10.89,65.08
bhe,mab,11,2,2021.11.11,44,10.99,64.73
che,mab,11,2,2021.11.11,45,11.52,69.95
dhe,mab,11,2,2021.11.11,46,11.16,65.47
ehe,mab,11,2,2021.11.11,47,12.4,64.85
fhe,mab,11,2,2021.11.11,48,13.67,64.39
ghe,mab,11,2,2021.11.11,49,12.38,67.26
hhe,mab,11,2,2021.11.11,50,11.44,64.4
ihe,mab,11,2,2021.11.11,51,12.23,69.88
jhe,mab,11,2,2021.11.11,52,10.13,61.01
khe,mab,11,2,2021.11.11,53,10.56,63.25
lhe,mab,11,2,2021.11.11,54,13.46,72.3
mhe,mab,11,2,2021.11.11,55,12.9,67.83
nhe,mab,11,2,2021.11.11,56,12.98,67.32
ohe,mab,11,2,2021.11.11,57,12.29,68.49
phe,mab,11,2,2021.11.11,58,12.27,69.2
qhe,mab,11,2,2021.11.11,59,11.91,66.72
rhe,mab,11,2,2021.11.11,60,11.47,65.74
she,mab,11,2,2021.11.11,61,10.16,67.72
the,mab,11,2,2021.11.11,62,10.37,67.33
uhe,mab,11,2,2021.11.11,63,10.94,69.94
vhe,mab,11,2,2021.11.11,64,12.59,67.51
whe,mab,11,2,2021.11.11,65,12.12,67.63
xhe,mab,11,2,2021.11.11,66,11.2,63.85
yhe,mab,11,2,2021.11.11,67,13.28,66.13
zhe,mab,11,2,2021.11.11,68,13.68,69.51
aie,mab,11,2,2021.11.11,69,10.73,73.43
bie,mab,11,2,2021.11.11,70,11.07,68.84
cie,mab,11,2,2021.11.11,71,11.04,67.36
die,mab,11,2,2021.11.11,72,12.67,70.88
eie,mab,11,2,2021.11.11,73,11.79,66.92
fie,mab,11,2,2021.11.11,74,13.11,65.53
gie,mab,11,2,2021.11.11,75,12.92,65.66
hie,mab,11,2,2021.11.11,76,13.37,64.27
iie,mab,11,2,2021.11.11,77,12.3,66.53
jie,mab,11,2,2021.11.11,78,11,68.51
kie,mab,11,2,2021.11.11,79,11.04,64.35
lie,mab,11,2,2021.11.11,80,10.31,67.59
mie,mab,11,2,2021.11.11,81,9.97,62.86
nie,mab,11,2,2021.11.11,82,11.68,68.99
oie,mab,11,2,2021.11.11,83,11.69,66.25
pie,mab,11,2,2021.11.11,84,11.9,67.04
qie,mab,11,2,2021.11.11,85,11.61,68.66
rie,mab,11,2,2021.11.11,86,11,64.71
sie,mab,11,2,2021.11.11,87,11.21,67.1
tie,mab,11,2,2021.11.11,88,12.09,64.44
uie,mab,11,2,2021.11.11,89,11.03,63.27
vie,mab,11,2,2021.11.11,90,10.82,64.13
wie,mab,11,2,2021.11.11,91,13.02,67.9
xie,mab,11,2,2021.11.11,92,13.33,70.89
yie,mab,11,2,2021.11.11,93,13.43,69.14
zie,mab,11,2,2021.11.11,94,12.73,66.39
aje,mab,11,2,2021.11.11,95,12.7,70.88
bje,mab,11,2,2021.11.11,96,12.06,71.22
cje,mab,11,2,2021.11.11,97,11.66,64.67
dje,mab,11,2,2021.11.11,98,12.3,67.78
eje,mab,11,2,2021.11.11,99,11.72,62.05
fje,mab,11,2,2021.11.11,100,13.53,64.41
gje,mab,11,3,2021.11.18,9,11.1,62.83
hje,mab,11,3,2021.11.18,10,11.37,63.23
ije,mab,11,3,2021.11.18,11,10.68,61.7
jje,mab,11,3,2021.11.18,12,11.94,65.4
kje,mab,11,3,2021.11.18,13,12.51,62.78
lje,mab,11,3,2021.11.18,14,12.13,61.9
mje,mab,11,3,2021.11.18,15,12.04,64.27
nje,mab,11,3,2021.11.18,16,11.09,65.46
oje,mab,11,3,2021.11.18,17,10.94,66.34
pje,mab,11,3,2021.11.18,18,11.4,64
qje,mab,11,3,2021.11.18,19,12.13,62.39
rje,mab,11,3,2021.11.18,20,11.62,61.83
sje,mab,11,3,2021.11.18,21,12.22,62.79
tje,mab,11,3,2021.11.18,22,12.38,62.23
uje,mab,11,3,2021.11.18,23,11.27,66.88
vje,mab,11,3,2021.11.18,24,11.4,66.2
wje,mab,11,3,2021.11.18,25,10.89,64.6
xje,mab,11,3,2021.11.18,26,11.11,67.99
yje,mab,11,3,2021.11.18,27,13.4,58.65
zje,mab,11,3,2021.11.18,28,12.58,65.87
ake,mab,11,3,2021.11.18,29,12.59,64.31
bke,mab,11,3,2021.11.18,30,13.79,69.56
cke,mab,11,3,2021.11.18,31,12.47,64.83
dke,mab,11,3,2021.11.18,32,13.11,69.07
eke,mab,11,3,2021.11.18,33,11.27,68.25
fke,mab,11,3,2021.11.18,34,11.26,64.1
gke,mab,11,3,2021.11.18,35,10.26,56.78
hke,mab,11,3,2021.11.18,36,11.46,65.66
ike,mab,11,3,2021.11.18,37,12.52,61.76
jke,mab,11,3,2021.11.18,38,11.96,61.62
kke,mab,11,3,2021.11.18,39,12.36,67.39
lke,mab,11,3,2021.11.18,40,12.82,68.13
mke,mab,11,3,2021.11.18,41,11.71,61.14
nke,mab,11,3,2021.11.18,42,10.77,65.75
oke,mab,11,3,2021.11.18,43,11.17,65.57
pke,mab,11,3,2021.11.18,44,11.2,57.68
qke,mab,11,3,2021.11.18,45,11.64,71.71
rke,mab,11,3,2021.11.18,46,11.46,63.48
ske,mab,11,3,2021.11.18,47,12.52,71.48
tke,mab,11,3,2021.11.18,48,13.98,60.91
uke,mab,11,3,2021.11.18,49,12.56,63.88
vke,mab,11,3,2021.11.18,50,11.73,64.66
wke,mab,11,3,2021.11.18,51,12.74,67.23
xke,mab,11,3,2021.11.18,52,10.5,63.64
yke,mab,11,3,2021.11.18,53,11.08,70.46
zke,mab,11,3,2021.11.18,54,13.99,65.95
ale,mab,11,3,2021.11.18,55,13.5,64.88
ble,mab,11,3,2021.11.18,56,13.6,63.18
cle,mab,11,3,2021.11.18,57,11.96,63.53
dle,mab,11,3,2021.11.18,58,12.9,62.15
ele,mab,11,3,2021.11.18,59,12.27,67.01
fle,mab,11,3,2021.11.18,60,11.58,67.07
gle,mab,11,3,2021.11.18,61,10.28,66.3
hle,mab,11,3,2021.11.18,62,10.69,72.8
ile,mab,11,3,2021.11.18,63,11.07,68.26
jle,mab,11,3,2021.11.18,64,12.86,67.24
kle,mab,11,3,2021.11.18,65,12.42,64.9
lle,mab,11,3,2021.11.18,66,11.41,64.08
mle,mab,11,3,2021.11.18,67,13.39,61.62
nle,mab,11,3,2021.11.18,68,13.72,60.85
ole,mab,11,3,2021.11.18,69,10.83,65.76
ple,mab,11,3,2021.11.18,70,11.34,64.18
qle,mab,11,3,2021.11.18,71,11.2,60.53
rle,mab,11,3,2021.11.18,72,12.88,63.8
sle,mab,11,3,2021.11.18,73,11.93,69.37
tle,mab,11,3,2021.11.18,74,13.42,59.13
ule,mab,11,3,2021.11.18,75,13.07,59.94
vle,mab,11,3,2021.11.18,76,13.6,59.21
wle,mab,11,3,2021.11.18,77,12.49,64.35
xle,mab,11,3,2021.11.18,78,11.13,63.08
yle,mab,11,3,2021.11.18,79,11.26,69
zle,mab,11,3,2021.11.18,80,10.47,72.28
ame,mab,11,3,2021.11.18,81,10.24,68.3
bme,mab,11,3,2021.11.18,82,11.86,70.33
cme,mab,11,3,2021.11.18,83,11.78,72.36
dme,mab,11,3,2021.11.18,84,12.18,67.7
eme,mab,11,3,2021.11.18,85,11.82,66.39
fme,mab,11,3,2021.11.18,86,11.13,67.02
gme,mab,11,3,2021.11.18,87,11.36,64.14
hme,mab,11,3,2021.11.18,88,12.51,65.04
ime,mab,11,3,2021.11.18,89,11.22,60.92
jme,mab,11,3,2021.11.18,90,11.1,67.57
kme,mab,11,3,2021.11.18,91,13.22,72.53
lme,mab,11,3,2021.11.18,92,13.4,70.28
mme,mab,11,3,2021.11.18,93,13.68,69.35
nme,mab,11,3,2021.11.18,94,13,66.22
ome,mab,11,3,2021.11.18,95,12.99,62.03
pme,mab,11,3,2021.11.18,96,12.42,67.55
qme,mab,11,3,2021.11.18,97,11.93,64.07
rme,mab,11,3,2021.11.18,98,12.46,63
sme,mab,11,3,2021.11.18,99,11.9,68.51
tme,mab,11,3,2021.11.18,100,13.61,61.79
ume,mab,11,4,2021.11.25,9,11.68,61.53
vme,mab,11,4,2021.11.25,10,12.24,59.61
wme,mab,11,4,2021.11.25,11,11.64,64.41
xme,mab,11,4,2021.11.25,12,12.21,59.51
yme,mab,11,4,2021.11.25,13,14.1,62.99
zme,mab,11,4,2021.11.25,14,13.4,65.2
ane,mab,11,4,2021.11.25,15,13.54,58.29
bne,mab,11,4,2021.11.25,16,12.08,65.25
cne,mab,11,4,2021.11.25,17,11.19,71.6
dne,mab,11,4,2021.11.25,18,13.61,65.34
ene,mab,11,4,2021.11.25,19,12.6,65.25
fne,mab,11,4,2021.11.25,20,12.83,65.52
gne,mab,11,4,2021.11.25,21,13.58,66.88
hne,mab,11,4,2021.11.25,22,13.08,62.61
ine,mab,11,4,2021.11.25,23,11.9,60.07
jne,mab,11,4,2021.11.25,24,12.22,66.6
kne,mab,11,4,2021.11.25,25,11.23,68.37
lne,mab,11,4,2021.11.25,26,11.9,61.47
mne,mab,11,4,2021.11.25,27,14.19,61.4
nne,mab,11,4,2021.11.25,28,13.5,56.72
one,mab,11,4,2021.11.25,29,12.87,64.95
pne,mab,11,4,2021.11.25,30,14.07,63.05
qne,mab,11,4,2021.11.25,31,13.01,60.28
rne,mab,11,4,2021.11.25,32,12.84,62.28
sne,mab,11,4,2021.11.25,33,11.44,73.64
tne,mab,11,4,2021.11.25,34,11.23,68.42
une,mab,11,4,2021.11.25,35,10.79,64.25
vne,mab,11,4,2021.11.25,36,11.6,55.66
wne,mab,11,4,2021.11.25,37,12.63,69.96
xne,mab,11,4,2021.11.25,38,12.31,62.23
yne,mab,11,4,2021.11.25,39,12.6,61.27
zne,mab,11,4,2021.11.25,40,13.11,64.99
aoe,mab,11,4,2021.11.25,41,11.8,64.09
boe,mab,11,4,2021.11.25,42,11.09,61.84
coe,mab,11,4,2021.11.25,43,11.1,64.75
doe,mab,11,4,2021.11.25,44,11.56,55.37
eoe,mab,11,4,2021.11.25,45,12.06,66.25
foe,mab,11,4,2021.11.25,46,11.74,65.51
goe,mab,11,4,2021.11.25,47,13.06,68.06
hoe,mab,11,4,2021.11.25,48,14.17,67.06
ioe,mab,11,4,2021.11.25,49,12.56,62.58
joe,mab,11,4,2021.11.25,50,11.97,67.34
koe,mab,11,4,2021.11.25,51,12.77,66.08
loe,mab,11,4,2021.11.25,52,11.01,71.11
moe,mab,11,4,2021.11.25,53,11.74,71.31
noe,mab,11,4,2021.11.25,54,14.1,66.56
ooe,mab,11,4,2021.11.25,55,13.81,64.9
poe,mab,11,4,2021.11.25,56,13.4,69.82
qoe,mab,11,4,2021.11.25,57,12.61,62.54
roe,mab,11,4,2021.11.25,58,12.84,68.85
soe,mab,11,4,2021.11.25,59,12.36,70.48
toe,mab,11,4,2021.11.25,60,11.7,65.58
uoe,mab,11,4,2021.11.25,61,10.52,64.68
voe,mab,11,4,2021.11.25,62,10.94,66.16
woe,mab,11,4,2021.11.25,63,11.36,70.23
xoe,mab,11,4,2021.11.25,64,13.23,64.95
yoe,mab,11,4,2021.11.25,65,12.76,64.2
zoe,mab,11,4,2021.11.25,66,11.73,62.59
ape,mab,11,4,2021.11.25,67,13.5,63.59
bpe,mab,11,4,2021.11.25,68,13.97,73.9
cpe,mab,11,4,2021.11.25,69,11.1,64.49
dpe,mab,11,4,2021.11.25,70,11.68,70.03
epe,mab,11,4,2021.11.25,71,11.51,72.3
fpe,mab,11,4,2021.11.25,72,13.17,60.71
gpe,mab,11,4,2021.11.25,73,12.21,64.54
hpe,mab,11,4,2021.11.25,74,13.57,65.96
ipe,mab,11,4,2021.11.25,75,13.43,65.64
jpe,mab,11,4,2021.11.25,76,14,70.06
kpe,mab,11,4,2021.11.25,77,12.83,62.97
lpe,mab,11,4,2021.11.25,78,11.3,70.45
mpe,mab,11,4,2021.11.25,79,11.51,60.87
npe,mab,11,4,2021.11.25,80,10.74,61.6
ope,mab,11,4,2021.11.25,81,10.41,61.68
ppe,mab,11,4,2021.11.25,82,12.11,63.27
qpe,mab,11,4,2021.11.25,83,12.08,59.49
rpe,mab,11,4,2021.11.25,84,12.38,68.11
spe,mab,11,4,2021.11.25,85,12.09,62.12
tpe,mab,11,4,2021.11.25,86,11.43,69.59
upe,mab,11,4,2021.11.25,87,11.61,59.13
vpe,mab,11,4,2021.11.25,88,12.69,62.58
wpe,mab,11,4,2021.11.25,89,11.54,65.97
xpe,mab,11,4,2021.11.25,90,11.43,61.43
ype,mab,11,4,2021.11.25,91,13.7,69.8
zpe,mab,11,4,2021.11.25,92,13.61,62.08
aqe,mab,11,4,2021.11.25,93,13.84,69.53
bqe,mab,11,4,2021.11.25,94,13.28,65.07
cqe,mab,11,4,2021.11.25,95,13.08,61.94
dqe,mab,11,4,2021.11.25,96,12.67,69.64
eqe,mab,11,4,2021.11.25,97,12.18,63.56
fqe,mab,11,4,2021.11.25,98,12.73,67.36
gqe,mab,11,4,2021.11.25,99,12.22,64.2
hqe,mab,11,4,2021.11.25,100,13.88,69.04
izk,nab,11,1,2021.11.2,1,8.52,66.04
jzk,nab,11,1,2021.11.2,2,8.77,62.55
kzk,nab,11,1,2021.11.2,3,8.74,61.02
lzk,nab,11,1,2021.11.2,4,8.96,59.21
mzk,nab,11,1,2021.11.2,5,9.73,62.14
nzk,nab,11,1,2021.11.2,6,9.84,60.97
ozk,nab,11,1,2021.11.2,7,8.76,58.1
pzk,nab,11,1,2021.11.2,8,9.32,59.81
qzk,nab,11,1,2021.11.2,9,8.11,60.61
rzk,nab,11,1,2021.11.2,10,9.93,59.88
szk,nab,11,1,2021.11.2,11,9.21,63.9
tzk,nab,11,1,2021.11.2,12,9.62,61.46
uzk,nab,11,1,2021.11.2,13,8.28,60.42
vzk,nab,11,1,2021.11.2,14,10.08,62.27
wzk,nab,11,1,2021.11.2,15,8.51,62.58
xzk,nab,11,1,2021.11.2,16,9.58,62.31
yzk,nab,11,1,2021.11.2,17,9.44,56.52
zzk,nab,11,1,2021.11.2,18,9.86,58.4
aal,nab,11,1,2021.11.2,19,7.73,59.75
bal,nab,11,1,2021.11.2,20,10.14,63.28
cal,nab,11,1,2021.11.2,21,9.31,66.49
dal,nab,11,1,2021.11.2,22,9.72,59.66
eal,nab,11,1,2021.11.2,23,8.99,60.31
fal,nab,11,1,2021.11.2,24,9.92,60.26
gal,nab,11,1,2021.11.2,25,9.34,65.36
hal,nab,11,1,2021.11.2,26,10.36,60.22
ial,nab,11,1,2021.11.2,27,9.66,58.5
jal,nab,11,1,2021.11.2,28,10.36,54.43
kal,nab,11,1,2021.11.2,29,8.87,62.85
lal,nab,11,1,2021.11.2,30,10.62,61.68
mal,nab,11,1,2021.11.2,31,9,61.66
nal,nab,11,1,2021.11.2,32,9.68,55.2
oal,nab,11,1,2021.11.2,33,7.56,61.42
pal,nab,11,1,2021.11.2,34,8.82,59.43
qal,nab,11,1,2021.11.2,35,8.86,58.87
ral,nab,11,1,2021.11.2,36,9.99,63.09
sal,nab,11,1,2021.11.2,37,8.86,56.33
tal,nab,11,1,2021.11.2,38,9.96,55.05
ual,nab,11,1,2021.11.2,39,8.52,55.07
val,nab,11,1,2021.11.2,40,9.54,62.53
wal,nab,11,1,2021.11.2,41,9.12,62.2
xal,nab,11,1,2021.11.2,42,10.58,59.38
yal,nab,11,1,2021.11.2,43,9.64,60.19
zal,nab,11,1,2021.11.2,44,10.38,61.65
abl,nab,11,1,2021.11.2,45,8.9,62.3
bbl,nab,11,1,2021.11.2,46,9.56,55.54
cbl,nab,11,1,2021.11.2,47,8.18,58.47
dbl,nab,11,1,2021.11.2,48,9.41,62.38
ebl,nab,11,1,2021.11.2,49,8.11,59.49
fbl,nab,11,1,2021.11.2,50,9.92,61.99
gbl,nab,11,1,2021.11.2,51,9.64,59.27
hbl,nab,11,1,2021.11.2,52,10.24,60.57
ibl,nab,11,1,2021.11.2,53,9.14,62.52
jbl,nab,11,1,2021.11.2,54,9.83,65.98
kbl,nab,11,1,2021.11.2,55,9.5,59.05
lbl,nab,11,1,2021.11.2,56,10.18,57.45
mbl,nab,11,1,2021.11.2,57,9.07,59.86
nbl,nab,11,1,2021.11.2,58,10.12,60.52
obl,nab,11,1,2021.11.2,59,7.93,61.84
pbl,nab,11,1,2021.11.2,60,10.51,60.26
qbl,nab,11,1,2021.11.2,61,9.48,60.42
rbl,nab,11,1,2021.11.2,62,11.32,64.16
sbl,nab,11,1,2021.11.2,63,11.94,61.3
tbl,nab,11,1,2021.11.2,64,10.43,62.73
ubl,nab,11,1,2021.11.2,65,8.32,63.39
vbl,nab,11,1,2021.11.2,66,9.63,56.34
wbl,nab,11,1,2021.11.2,67,9,58.18
xbl,nab,11,1,2021.11.2,68,10.84,56.34
ybl,nab,11,1,2021.11.2,69,9.16,63.95
zbl,nab,11,1,2021.11.2,70,9.82,57.04
acl,nab,11,1,2021.11.2,71,9.09,57.91
bcl,nab,11,1,2021.11.2,72,10.03,54.98
ccl,nab,11,1,2021.11.2,73,10.84,57.53
dcl,nab,11,1,2021.11.2,74,12.02,61.33
ecl,nab,11,1,2021.11.2,75,10.64,60.63
fcl,nab,11,1,2021.11.2,76,11.87,64.52
gcl,nab,11,1,2021.11.2,77,8.63,56.65
hcl,nab,11,1,2021.11.2,78,9.52,60
icl,nab,11,1,2021.11.2,79,9.18,62.18
jcl,nab,11,1,2021.11.2,80,10.67,60.34
kcl,nab,11,1,2021.11.2,81,9.26,59.49
lcl,nab,11,1,2021.11.2,82,10.34,63.27
mcl,nab,11,1,2021.11.2,83,9.16,63.15
ncl,nab,11,1,2021.11.2,84,10.2,60.29
ocl,nab,11,1,2021.11.2,85,9.14,56.61
pcl,nab,11,1,2021.11.2,86,10.09,62.87
qcl,nab,11,1,2021.11.2,87,9.22,59.43
rcl,nab,11,1,2021.11.2,88,10.53,58.68
scl,nab,11,1,2021.11.2,89,10.84,59.59
tcl,nab,11,1,2021.11.2,90,9.51,63.72
ucl,nab,11,1,2021.11.2,91,8.72,63.68
vcl,nab,11,1,2021.11.2,92,9.59,65.49
wcl,nab,11,1,2021.11.2,93,9.08,63.06
xcl,nab,11,1,2021.11.2,94,10.12,61.43
ycl,nab,11,1,2021.11.2,95,7.81,63.56
zcl,nab,11,1,2021.11.2,96,9.13,59.43
adl,nab,11,1,2021.11.2,97,8.98,61.64
bdl,nab,11,1,2021.11.2,98,9.81,61.86
cdl,nab,11,1,2021.11.2,99,9.01,59.27
ddl,nab,11,1,2021.11.2,100,11.04,61.94
edl,nab,11,2,2021.11.11,1,9.11,66.18
fdl,nab,11,2,2021.11.11,2,8.62,60.61
gdl,nab,11,2,2021.11.11,3,9.09,64.72
hdl,nab,11,2,2021.11.11,4,8.82,62.48
idl,nab,11,2,2021.11.11,5,9.84,60.1
jdl,nab,11,2,2021.11.11,6,9.24,62.48
kdl,nab,11,2,2021.11.11,7,9.48,63.85
ldl,nab,11,2,2021.11.11,8,8.79,66.14
mdl,nab,11,2,2021.11.11,9,9.07,64.21
