position_id,citrus_id,farm_id,position,brix,size,researched_month,researched_week,researched_at,tag_no
25438,8480,wab,high,13.03,53.05,12,1,2021-12-01,60
25439,8480,wab,middle,12.07,57.03,12,1,2021-12-01,60
25440,8480,wab,low,13.53,62.23,12,1,2021-12-01,60
25441,8481,wab,high,11.03,62.13,12,1,2021-12-01,61
25442,8481,wab,middle,11.03,57.13,12,1,2021-12-01,61
25443,8481,wab,low,11.13,59.9,12,1,2021-12-01,61
25444,8482,wab,high,13,64.79,12,1,2021-12-01,62
25445,8482,wab,middle,11.83,60.87,12,1,2021-12-01,62
25446,8482,wab,low,11.57,64.25,12,1,2021-12-01,62
25447,8483,wab,high,11.87,56.41,12,1,2021-12-01,63
25448,8483,wab,middle,12.2,64.52,12,1,2021-12-01,63
25449,8483,wab,low,12.13,63.6,12,1,2021-12-01,63
25450,8484,wab,high,13.17,66.47,12,1,2021-12-01,64
25451,8484,wab,middle,13.43,62.42,12,1,2021-12-01,64
25452,8484,wab,low,13.3,56.34,12,1,2021-12-01,64
25453,8485,wab,high,10.4,52.87,12,1,2021-12-01,65
25454,8485,wab,middle,11.2,65.62,12,1,2021-12-01,65
25455,8485,wab,low,9.73,59.25,12,1,2021-12-01,65
25456,8486,wab,high,12.67,55.42,12,1,2021-12-01,66
25457,8486,wab,middle,12.63,53.87,12,1,2021-12-01,66
25458,8486,wab,low,13.43,65.64,12,1,2021-12-01,66
25459,8487,wab,high,12.57,56.35,12,1,2021-12-01,67
25460,8487,wab,middle,13.03,57.07,12,1,2021-12-01,67
25461,8487,wab,low,12.67,61.88,12,1,2021-12-01,67
25462,8488,wab,high,13.53,65.37,12,1,2021-12-01,68
25463,8488,wab,middle,12.63,63.98,12,1,2021-12-01,68
25464,8488,wab,low,12.2,55.14,12,1,2021-12-01,68
25465,8489,wab,high,11.77,60.77,12,1,2021-12-01,69
25466,8489,wab,middle,12.6,65.63,12,1,2021-12-01,69
25467,8489,wab,low,11.57,65.55,12,1,2021-12-01,69
25468,8490,wab,high,13.17,52.78,12,1,2021-12-01,70
25469,8490,wab,middle,14.03,59.06,12,1,2021-12-01,70
25470,8490,wab,low,13.47,59.63,12,1,2021-12-01,70
25471,8491,wab,high,11.33,57.75,12,1,2021-12-01,71
25472,8491,wab,middle,12.07,65.86,12,1,2021-12-01,71
25473,8491,wab,low,12.23,65.58,12,1,2021-12-01,71
25474,8492,wab,high,13.23,60.64,12,1,2021-12-01,72
25475,8492,wab,middle,13.07,56.82,12,1,2021-12-01,72
25476,8492,wab,low,13.07,61.24,12,1,2021-12-01,72
25477,8493,wab,high,11.97,63.34,12,1,2021-12-01,73
25478,8493,wab,middle,14.4,59.36,12,1,2021-12-01,73
25479,8493,wab,low,12.3,54.74,12,1,2021-12-01,73
25480,8494,wab,high,12.5,64.46,12,1,2021-12-01,74
25481,8494,wab,middle,12.7,58.69,12,1,2021-12-01,74
25482,8494,wab,low,11.77,54.51,12,1,2021-12-01,74
25483,8495,wab,high,12.13,58.18,12,1,2021-12-01,75
25484,8495,wab,middle,12.4,65.31,12,1,2021-12-01,75
25485,8495,wab,low,11.77,60.67,12,1,2021-12-01,75
25486,8496,wab,high,13.47,52.65,12,1,2021-12-01,76
25487,8496,wab,middle,13.1,59.84,12,1,2021-12-01,76
25488,8496,wab,low,13.07,62.98,12,1,2021-12-01,76
25489,8497,wab,high,12.27,53.12,12,1,2021-12-01,77
25490,8497,wab,middle,12.4,62.42,12,1,2021-12-01,77
25491,8497,wab,low,11.87,64.79,12,1,2021-12-01,77
25492,8498,wab,high,12.3,58.83,12,1,2021-12-01,78
25493,8498,wab,middle,12.37,57.24,12,1,2021-12-01,78
25494,8498,wab,low,12.73,62.15,12,1,2021-12-01,78
25495,8499,wab,high,11.57,60.13,12,1,2021-12-01,79
25496,8499,wab,middle,11.53,60.77,12,1,2021-12-01,79
25497,8499,wab,low,11.37,62.2,12,1,2021-12-01,79
25498,8500,wab,high,11.9,52.78,12,1,2021-12-01,80
25499,8500,wab,middle,12.9,66.77,12,1,2021-12-01,80
25500,8500,wab,low,13.5,60.46,12,1,2021-12-01,80
25501,8501,wab,high,12.6,55.24,12,1,2021-12-01,81
25502,8501,wab,middle,11.77,56.56,12,1,2021-12-01,81
25503,8501,wab,low,12.23,66.44,12,1,2021-12-01,81
25504,8502,wab,high,11.6,58,12,1,2021-12-01,82
25505,8502,wab,middle,12.1,53.89,12,1,2021-12-01,82
25506,8502,wab,low,12.77,54.55,12,1,2021-12-01,82
25507,8503,wab,high,11.2,55.4,12,1,2021-12-01,83
25508,8503,wab,middle,11.1,55.87,12,1,2021-12-01,83
25509,8503,wab,low,12.7,62.32,12,1,2021-12-01,83
25510,8504,wab,high,11.57,53.34,12,1,2021-12-01,84
25511,8504,wab,middle,11.63,62.93,12,1,2021-12-01,84
25512,8504,wab,low,11.6,60.72,12,1,2021-12-01,84
25513,8505,wab,high,11.13,62.15,12,1,2021-12-01,85
25514,8505,wab,middle,11.13,62.09,12,1,2021-12-01,85
25515,8505,wab,low,10.7,63.46,12,1,2021-12-01,85
25516,8506,wab,high,12.87,62.22,12,1,2021-12-01,86
25517,8506,wab,middle,12.67,59.28,12,1,2021-12-01,86
25518,8506,wab,low,11.7,61.69,12,1,2021-12-01,86
25519,8507,wab,high,11.9,59.56,12,1,2021-12-01,87
25520,8507,wab,middle,12.1,53.11,12,1,2021-12-01,87
25521,8507,wab,low,12.2,60.65,12,1,2021-12-01,87
25522,8508,wab,high,13.57,62.59,12,1,2021-12-01,88
25523,8508,wab,middle,13.5,53.75,12,1,2021-12-01,88
25524,8508,wab,low,14.13,59.66,12,1,2021-12-01,88
25525,8509,wab,high,11.97,66.5,12,1,2021-12-01,89
25526,8509,wab,middle,11.6,52.93,12,1,2021-12-01,89
25527,8509,wab,low,12.5,55.32,12,1,2021-12-01,89
25528,8510,wab,high,14.5,52.56,12,1,2021-12-01,90
25529,8510,wab,middle,14.63,65.92,12,1,2021-12-01,90
25530,8510,wab,low,14.83,62.13,12,1,2021-12-01,90
25531,8511,wab,high,12.77,57.48,12,1,2021-12-01,91
25532,8511,wab,middle,12.4,64.51,12,1,2021-12-01,91
25533,8511,wab,low,12.5,63.08,12,1,2021-12-01,91
25534,8512,wab,high,12.33,64.41,12,1,2021-12-01,92
25535,8512,wab,middle,12.87,52.59,12,1,2021-12-01,92
25536,8512,wab,low,12.93,53.76,12,1,2021-12-01,92
25537,8513,wab,high,10.77,66.43,12,1,2021-12-01,93
25538,8513,wab,middle,10.73,59.37,12,1,2021-12-01,93
25539,8513,wab,low,11.07,54.16,12,1,2021-12-01,93
25540,8514,wab,high,12.8,62.89,12,1,2021-12-01,94
25541,8514,wab,middle,12.17,52.95,12,1,2021-12-01,94
25542,8514,wab,low,13.6,63.47,12,1,2021-12-01,94
25543,8515,wab,high,14.3,56.01,12,1,2021-12-01,95
25544,8515,wab,middle,13.73,57.69,12,1,2021-12-01,95
25545,8515,wab,low,13.77,55.35,12,1,2021-12-01,95
25546,8516,wab,high,15.17,66.63,12,1,2021-12-01,96
25547,8516,wab,middle,14.33,57.28,12,1,2021-12-01,96
25548,8516,wab,low,13.4,62.47,12,1,2021-12-01,96
25549,8517,wab,high,11.53,65.19,12,1,2021-12-01,97
25550,8517,wab,middle,11.8,56.93,12,1,2021-12-01,97
25551,8517,wab,low,11.47,59.46,12,1,2021-12-01,97
25552,8518,wab,high,13.2,53.82,12,1,2021-12-01,98
25553,8518,wab,middle,11.9,66.46,12,1,2021-12-01,98
25554,8518,wab,low,13.83,52.73,12,1,2021-12-01,98
25555,8519,wab,high,13.63,54.13,12,1,2021-12-01,99
25556,8519,wab,middle,12.7,59.89,12,1,2021-12-01,99
25557,8519,wab,low,12.93,58.72,12,1,2021-12-01,99
25558,8520,wab,high,13.37,53.26,12,1,2021-12-01,100
25559,8520,wab,middle,12.53,65.28,12,1,2021-12-01,100
25560,8520,wab,low,12.3,57.89,12,1,2021-12-01,100
25561,8521,bbb,high,12.8,67.92,10,5,2021-10-27,1
25562,8521,bbb,middle,13.47,58.49,10,5,2021-10-27,1
25563,8521,bbb,low,13.9,69.64,10,5,2021-10-27,1
25564,8522,bbb,high,11,64.96,10,5,2021-10-27,2
25565,8522,bbb,middle,11.5,62.03,10,5,2021-10-27,2
25566,8522,bbb,low,11.2,65.05,10,5,2021-10-27,2
25567,8523,bbb,high,10.47,62.86,10,5,2021-10-27,3
25568,8523,bbb,middle,9.9,63.38,10,5,2021-10-27,3
25569,8523,bbb,low,9.77,65.57,10,5,2021-10-27,3
25570,8524,bbb,high,11.1,66.26,10,5,2021-10-27,4
25571,8524,bbb,middle,10.67,68.85,10,5,2021-10-27,4
25572,8524,bbb,low,11.03,57.15,10,5,2021-10-27,4
25573,8525,bbb,high,9.63,66.78,10,5,2021-10-27,5
25574,8525,bbb,middle,9.53,59.85,10,5,2021-10-27,5
25575,8525,bbb,low,10.1,62.35,10,5,2021-10-27,5
25576,8526,bbb,high,10.03,69.22,10,5,2021-10-27,6
25577,8526,bbb,middle,8.73,61.22,10,5,2021-10-27,6
25578,8526,bbb,low,9.03,68.33,10,5,2021-10-27,6
25579,8527,bbb,high,8.73,69.92,10,5,2021-10-27,7
25580,8527,bbb,middle,9,68.36,10,5,2021-10-27,7
25581,8527,bbb,low,9.17,57.78,10,5,2021-10-27,7
25582,8528,bbb,high,9.27,69.62,10,5,2021-10-27,8
25583,8528,bbb,middle,9.73,64.31,10,5,2021-10-27,8
25584,8528,bbb,low,9.63,67.32,10,5,2021-10-27,8
25585,8529,bbb,high,10.2,63.73,10,5,2021-10-27,9
25586,8529,bbb,middle,10.57,68.94,10,5,2021-10-27,9
25587,8529,bbb,low,9.3,58.06,10,5,2021-10-27,9
25588,8530,bbb,high,10.43,58.96,10,5,2021-10-27,10
25589,8530,bbb,middle,10.43,56.28,10,5,2021-10-27,10
25590,8530,bbb,low,9.1,57.8,10,5,2021-10-27,10
25591,8531,bbb,high,12.2,67.81,10,5,2021-10-27,11
25592,8531,bbb,middle,12.13,56.2,10,5,2021-10-27,11
25593,8531,bbb,low,12.47,66.34,10,5,2021-10-27,11
25594,8532,bbb,high,12.23,62.42,10,5,2021-10-27,12
25595,8532,bbb,middle,11.07,63.99,10,5,2021-10-27,12
25596,8532,bbb,low,13.17,64.05,10,5,2021-10-27,12
25597,8533,bbb,high,10.87,62.1,10,5,2021-10-27,13
25598,8533,bbb,middle,11.27,62.96,10,5,2021-10-27,13
25599,8533,bbb,low,11.4,69.76,10,5,2021-10-27,13
25600,8534,bbb,high,12,61.32,10,5,2021-10-27,14
25601,8534,bbb,middle,12.23,66.59,10,5,2021-10-27,14
25602,8534,bbb,low,11.27,59.13,10,5,2021-10-27,14
25603,8535,bbb,high,10.33,64.66,10,5,2021-10-27,15
25604,8535,bbb,middle,10.37,62.56,10,5,2021-10-27,15
25605,8535,bbb,low,10.03,56.91,10,5,2021-10-27,15
25606,8536,bbb,high,9.17,63.91,10,5,2021-10-27,16
25607,8536,bbb,middle,9.43,57.74,10,5,2021-10-27,16
25608,8536,bbb,low,9.47,61.75,10,5,2021-10-27,16
25609,8537,bbb,high,9.97,62.82,10,5,2021-10-27,17
25610,8537,bbb,middle,10.03,63.96,10,5,2021-10-27,17
25611,8537,bbb,low,10,58.23,10,5,2021-10-27,17
25612,8538,bbb,high,9.77,57.06,10,5,2021-10-27,18
25613,8538,bbb,middle,10.4,60.4,10,5,2021-10-27,18
25614,8538,bbb,low,10.33,61.67,10,5,2021-10-27,18
25615,8539,bbb,high,11,57.06,10,5,2021-10-27,19
25616,8539,bbb,middle,9.97,61.07,10,5,2021-10-27,19
25617,8539,bbb,low,11.03,65.99,10,5,2021-10-27,19
25618,8540,bbb,high,9.43,65.14,10,5,2021-10-27,20
25619,8540,bbb,middle,10.07,66.42,10,5,2021-10-27,20
25620,8540,bbb,low,10.03,56.94,10,5,2021-10-27,20
25621,8541,bbb,high,9.8,63.7,10,5,2021-10-27,21
25622,8541,bbb,middle,10.2,65.79,10,5,2021-10-27,21
25623,8541,bbb,low,9.63,58.54,10,5,2021-10-27,21
25624,8542,bbb,high,11.13,56.59,10,5,2021-10-27,22
25625,8542,bbb,middle,11.1,68.76,10,5,2021-10-27,22
25626,8542,bbb,low,10.97,63.76,10,5,2021-10-27,22
25627,8543,bbb,high,10.83,65.85,10,5,2021-10-27,23
25628,8543,bbb,middle,10.3,70.13,10,5,2021-10-27,23
25629,8543,bbb,low,11.07,56.24,10,5,2021-10-27,23
25630,8544,bbb,high,10.3,61.1,10,5,2021-10-27,24
25631,8544,bbb,middle,10.27,59.1,10,5,2021-10-27,24
25632,8544,bbb,low,10.33,69.14,10,5,2021-10-27,24
25633,8545,bbb,high,9.93,57.92,10,5,2021-10-27,25
25634,8545,bbb,middle,9.97,65.77,10,5,2021-10-27,25
25635,8545,bbb,low,9.77,63.35,10,5,2021-10-27,25
25636,8546,bbb,high,10.43,59.94,10,5,2021-10-27,26
25637,8546,bbb,middle,10.5,68.57,10,5,2021-10-27,26
25638,8546,bbb,low,10.53,65.54,10,5,2021-10-27,26
25639,8547,bbb,high,11.63,59.16,10,5,2021-10-27,27
25640,8547,bbb,middle,11.63,57.88,10,5,2021-10-27,27
25641,8547,bbb,low,11.17,63.07,10,5,2021-10-27,27
25642,8548,bbb,high,10.77,64.38,10,5,2021-10-27,28
25643,8548,bbb,middle,9.9,57.66,10,5,2021-10-27,28
25644,8548,bbb,low,9.33,63.13,10,5,2021-10-27,28
25645,8549,bbb,high,10.57,64.44,10,5,2021-10-27,29
25646,8549,bbb,middle,10.8,62.91,10,5,2021-10-27,29
25647,8549,bbb,low,10.47,58.46,10,5,2021-10-27,29
25648,8550,bbb,high,9.97,64.35,10,5,2021-10-27,30
25649,8550,bbb,middle,9.6,64.23,10,5,2021-10-27,30
25650,8550,bbb,low,11.47,66.61,10,5,2021-10-27,30
25651,8551,bbb,high,10.67,68.83,10,5,2021-10-27,31
25652,8551,bbb,middle,9.87,59.14,10,5,2021-10-27,31
25653,8551,bbb,low,10.23,57.95,10,5,2021-10-27,31
25654,8552,bbb,high,9.93,61.48,10,5,2021-10-27,32
25655,8552,bbb,middle,9.37,62.43,10,5,2021-10-27,32
25656,8552,bbb,low,8.87,64.49,10,5,2021-10-27,32
25657,8553,bbb,high,10.33,67.23,10,5,2021-10-27,33
25658,8553,bbb,middle,10.03,60.15,10,5,2021-10-27,33
25659,8553,bbb,low,9.93,60.67,10,5,2021-10-27,33
25660,8554,bbb,high,9.57,66.39,10,5,2021-10-27,34
25661,8554,bbb,middle,11.27,62.63,10,5,2021-10-27,34
25662,8554,bbb,low,10,60.53,10,5,2021-10-27,34
25663,8555,bbb,high,10.57,59,10,5,2021-10-27,35
25664,8555,bbb,middle,10.27,66.46,10,5,2021-10-27,35
25665,8555,bbb,low,10.63,60.3,10,5,2021-10-27,35
25666,8556,bbb,high,11.43,58.1,10,5,2021-10-27,36
25667,8556,bbb,middle,12.03,64.94,10,5,2021-10-27,36
25668,8556,bbb,low,10.33,59.13,10,5,2021-10-27,36
25669,8557,bbb,high,10.83,65.24,10,5,2021-10-27,37
25670,8557,bbb,middle,9.73,64.24,10,5,2021-10-27,37
25671,8557,bbb,low,11.03,62.2,10,5,2021-10-27,37
25672,8558,bbb,high,11.2,56.33,10,5,2021-10-27,38
25673,8558,bbb,middle,11.5,67.56,10,5,2021-10-27,38
25674,8558,bbb,low,10.77,69.93,10,5,2021-10-27,38
25675,8559,bbb,high,10.2,67.5,10,5,2021-10-27,39
25676,8559,bbb,middle,9.5,65.06,10,5,2021-10-27,39
25677,8559,bbb,low,10.3,63.11,10,5,2021-10-27,39
25678,8560,bbb,high,11.1,69.24,10,5,2021-10-27,40
25679,8560,bbb,middle,11.17,58,10,5,2021-10-27,40
25680,8560,bbb,low,10.6,60.38,10,5,2021-10-27,40
25681,8561,bbb,high,11.33,62.5,10,5,2021-10-27,41
25682,8561,bbb,middle,11.43,64.93,10,5,2021-10-27,41
25683,8561,bbb,low,11.27,59.28,10,5,2021-10-27,41
25684,8562,bbb,high,10.93,66.67,10,5,2021-10-27,42
25685,8562,bbb,middle,10.73,65.31,10,5,2021-10-27,42
25686,8562,bbb,low,11.07,69.19,10,5,2021-10-27,42
25687,8563,bbb,high,10.37,64.83,10,5,2021-10-27,43
25688,8563,bbb,middle,10.33,56.41,10,5,2021-10-27,43
25689,8563,bbb,low,10.57,61.87,10,5,2021-10-27,43
25690,8564,bbb,high,9.67,61.82,10,5,2021-10-27,44
25691,8564,bbb,middle,10.33,61.28,10,5,2021-10-27,44
25692,8564,bbb,low,10.73,65.05,10,5,2021-10-27,44
25693,8565,bbb,high,10.27,68.92,10,5,2021-10-27,45
25694,8565,bbb,middle,10.03,60.88,10,5,2021-10-27,45
25695,8565,bbb,low,9.73,68.19,10,5,2021-10-27,45
25696,8566,bbb,high,9.9,62.39,10,5,2021-10-27,46
25697,8566,bbb,middle,10.43,65.97,10,5,2021-10-27,46
25698,8566,bbb,low,9.17,62.32,10,5,2021-10-27,46
25699,8567,bbb,high,10.7,66.97,10,5,2021-10-27,47
25700,8567,bbb,middle,10.33,68.03,10,5,2021-10-27,47
25701,8567,bbb,low,11.23,63.01,10,5,2021-10-27,47
25702,8568,bbb,high,9.6,57.8,10,5,2021-10-27,48
25703,8568,bbb,middle,9.53,57.92,10,5,2021-10-27,48
25704,8568,bbb,low,9.93,63.37,10,5,2021-10-27,48
25705,8569,bbb,high,10,69.81,10,5,2021-10-27,49
25706,8569,bbb,middle,11.17,67.9,10,5,2021-10-27,49
25707,8569,bbb,low,10.53,58.48,10,5,2021-10-27,49
25708,8570,bbb,high,9.8,59.05,10,5,2021-10-27,50
25709,8570,bbb,middle,9.4,69.12,10,5,2021-10-27,50
25710,8570,bbb,low,10.4,64.06,10,5,2021-10-27,50
25711,8571,bbb,high,11.07,56.42,10,5,2021-10-27,51
25712,8571,bbb,middle,10.63,56.74,10,5,2021-10-27,51
25713,8571,bbb,low,9.97,60.3,10,5,2021-10-27,51
25714,8572,bbb,high,10.17,65.66,10,5,2021-10-27,52
25715,8572,bbb,middle,10.2,58.54,10,5,2021-10-27,52
25716,8572,bbb,low,10.9,56.55,10,5,2021-10-27,52
25717,8573,bbb,high,9.77,57.38,10,5,2021-10-27,53
25718,8573,bbb,middle,10.1,60.66,10,5,2021-10-27,53
25719,8573,bbb,low,9.27,65.28,10,5,2021-10-27,53
25720,8574,bbb,high,9.57,65.69,10,5,2021-10-27,54
25721,8574,bbb,middle,10.67,69.97,10,5,2021-10-27,54
25722,8574,bbb,low,9.73,63.05,10,5,2021-10-27,54
25723,8575,bbb,high,9.77,69.82,10,5,2021-10-27,55
25724,8575,bbb,middle,9.63,56.39,10,5,2021-10-27,55
25725,8575,bbb,low,9.03,57.93,10,5,2021-10-27,55
25726,8576,bbb,high,9.93,66.99,10,5,2021-10-27,56
25727,8576,bbb,middle,10.53,60.4,10,5,2021-10-27,56
25728,8576,bbb,low,10.53,62.95,10,5,2021-10-27,56
25729,8577,bbb,high,9.1,68.8,10,5,2021-10-27,57
25730,8577,bbb,middle,8.87,66.36,10,5,2021-10-27,57
25731,8577,bbb,low,8.73,63.08,10,5,2021-10-27,57
25732,8578,bbb,high,9.93,63.76,10,5,2021-10-27,58
25733,8578,bbb,middle,10.37,63.7,10,5,2021-10-27,58
25734,8578,bbb,low,10.33,65.72,10,5,2021-10-27,58
25735,8579,bbb,high,10.2,62.2,10,5,2021-10-27,59
25736,8579,bbb,middle,10.6,60.41,10,5,2021-10-27,59
25737,8579,bbb,low,10.63,61.16,10,5,2021-10-27,59
25738,8580,bbb,high,9.87,66.28,10,5,2021-10-27,60
25739,8580,bbb,middle,10.23,59.55,10,5,2021-10-27,60
25740,8580,bbb,low,10.9,58.12,10,5,2021-10-27,60
25741,8581,bbb,high,10.9,62.58,10,5,2021-10-27,61
25742,8581,bbb,middle,12.5,62.85,10,5,2021-10-27,61
25743,8581,bbb,low,10.37,64,10,5,2021-10-27,61
25744,8582,bbb,high,9.73,64.98,10,5,2021-10-27,62
25745,8582,bbb,middle,10.37,62.72,10,5,2021-10-27,62
25746,8582,bbb,low,9.53,64.35,10,5,2021-10-27,62
25747,8583,bbb,high,9.93,68.34,10,5,2021-10-27,63
25748,8583,bbb,middle,9.63,56.14,10,5,2021-10-27,63
25749,8583,bbb,low,9.67,61.83,10,5,2021-10-27,63
25750,8584,bbb,high,8.87,60.53,10,5,2021-10-27,64
25751,8584,bbb,middle,8,69.26,10,5,2021-10-27,64
25752,8584,bbb,low,9.13,61.88,10,5,2021-10-27,64
25753,8585,bbb,high,8.9,63.87,10,5,2021-10-27,65
25754,8585,bbb,middle,8.87,67.13,10,5,2021-10-27,65
25755,8585,bbb,low,9.77,64.52,10,5,2021-10-27,65
25756,8586,bbb,high,9.7,68.49,10,5,2021-10-27,66
25757,8586,bbb,middle,9.23,56.83,10,5,2021-10-27,66
25758,8586,bbb,low,9.8,62.96,10,5,2021-10-27,66
25759,8587,bbb,high,9.6,56.22,10,5,2021-10-27,67
25760,8587,bbb,middle,9.57,61.4,10,5,2021-10-27,67
25761,8587,bbb,low,8.8,68.2,10,5,2021-10-27,67
25762,8588,bbb,high,9.63,68.37,10,5,2021-10-27,68
25763,8588,bbb,middle,10.27,61.46,10,5,2021-10-27,68
25764,8588,bbb,low,8.77,60.01,10,5,2021-10-27,68
25765,8589,bbb,high,10.23,65.32,10,5,2021-10-27,69
25766,8589,bbb,middle,9.47,63.55,10,5,2021-10-27,69
25767,8589,bbb,low,10.17,64.56,10,5,2021-10-27,69
25768,8590,bbb,high,8.6,63.51,10,5,2021-10-27,70
25769,8590,bbb,middle,9.57,59.48,10,5,2021-10-27,70
25770,8590,bbb,low,9.3,68.57,10,5,2021-10-27,70
25771,8591,bbb,high,8.8,58.34,10,5,2021-10-27,71
25772,8591,bbb,middle,8.4,63.76,10,5,2021-10-27,71
25773,8591,bbb,low,10,67.96,10,5,2021-10-27,71
25774,8592,bbb,high,9.2,69.11,10,5,2021-10-27,72
25775,8592,bbb,middle,9.7,68.38,10,5,2021-10-27,72
25776,8592,bbb,low,8.73,60.89,10,5,2021-10-27,72
25777,8593,bbb,high,8.23,62.72,10,5,2021-10-27,73
25778,8593,bbb,middle,8.47,60.57,10,5,2021-10-27,73
25779,8593,bbb,low,8.83,61.16,10,5,2021-10-27,73
25780,8594,bbb,high,8.37,65.6,10,5,2021-10-27,74
25781,8594,bbb,middle,9.03,56.89,10,5,2021-10-27,74
25782,8594,bbb,low,9.73,61.43,10,5,2021-10-27,74
25783,8595,bbb,high,9,69.31,10,5,2021-10-27,75
25784,8595,bbb,middle,9.23,63.35,10,5,2021-10-27,75
25785,8595,bbb,low,9.37,63.23,10,5,2021-10-27,75
25786,8596,bbb,high,9.4,67.63,10,5,2021-10-27,76
25787,8596,bbb,middle,9.67,58.44,10,5,2021-10-27,76
25788,8596,bbb,low,9.87,64.34,10,5,2021-10-27,76
25789,8597,bbb,high,9.43,64.33,10,5,2021-10-27,77
25790,8597,bbb,middle,9.63,58.12,10,5,2021-10-27,77
25791,8597,bbb,low,9.3,59.64,10,5,2021-10-27,77
25792,8598,bbb,high,9.43,64.17,10,5,2021-10-27,78
25793,8598,bbb,middle,8.83,65.06,10,5,2021-10-27,78
25794,8598,bbb,low,9.83,57.82,10,5,2021-10-27,78
25795,8599,bbb,high,9.57,69.34,10,5,2021-10-27,79
25796,8599,bbb,middle,10.2,68.34,10,5,2021-10-27,79
25797,8599,bbb,low,10.57,62.84,10,5,2021-10-27,79
25798,8600,bbb,high,8.87,57.96,10,5,2021-10-27,80
25799,8600,bbb,middle,8.77,62.04,10,5,2021-10-27,80
25800,8600,bbb,low,8.63,62.98,10,5,2021-10-27,80
25801,8601,bbb,high,9.93,62.02,10,5,2021-10-27,81
25802,8601,bbb,middle,9.93,61.27,10,5,2021-10-27,81
25803,8601,bbb,low,10.3,70.08,10,5,2021-10-27,81
25804,8602,bbb,high,10.23,66.78,10,5,2021-10-27,82
25805,8602,bbb,middle,10.63,57.13,10,5,2021-10-27,82
25806,8602,bbb,low,10.03,56.96,10,5,2021-10-27,82
25807,8603,bbb,high,11.2,57.37,10,5,2021-10-27,83
25808,8603,bbb,middle,9.63,63.31,10,5,2021-10-27,83
25809,8603,bbb,low,10.03,65.06,10,5,2021-10-27,83
25810,8604,bbb,high,11.6,56.52,10,5,2021-10-27,84
25811,8604,bbb,middle,11.1,66.42,10,5,2021-10-27,84
25812,8604,bbb,low,10.17,68.91,10,5,2021-10-27,84
25813,8605,bbb,high,10.2,64.16,10,5,2021-10-27,85
25814,8605,bbb,middle,9.7,63.32,10,5,2021-10-27,85
25815,8605,bbb,low,9.57,56.2,10,5,2021-10-27,85
25816,8606,bbb,high,8.83,66.2,10,5,2021-10-27,86
25817,8606,bbb,middle,9.37,64.57,10,5,2021-10-27,86
25818,8606,bbb,low,10.47,59.21,10,5,2021-10-27,86
25819,8607,bbb,high,8.5,69.84,10,5,2021-10-27,87
25820,8607,bbb,middle,9.77,57.67,10,5,2021-10-27,87
25821,8607,bbb,low,9.83,66.97,10,5,2021-10-27,87
25822,8608,bbb,high,8.93,58.92,10,5,2021-10-27,88
25823,8608,bbb,middle,10.2,68.85,10,5,2021-10-27,88
25824,8608,bbb,low,9.27,69.84,10,5,2021-10-27,88
25825,8609,bbb,high,9.2,60.25,10,5,2021-10-27,89
25826,8609,bbb,middle,9.83,58.8,10,5,2021-10-27,89
25827,8609,bbb,low,10.83,62.58,10,5,2021-10-27,89
25828,8610,bbb,high,9.5,68.21,10,5,2021-10-27,90
25829,8610,bbb,middle,10.17,66.77,10,5,2021-10-27,90
25830,8610,bbb,low,10.23,68.36,10,5,2021-10-27,90
25831,8611,bbb,high,10.2,57.1,10,5,2021-10-27,91
25832,8611,bbb,middle,9.63,61.47,10,5,2021-10-27,91
25833,8611,bbb,low,10.57,60.07,10,5,2021-10-27,91
25834,8612,bbb,high,10.43,66.74,10,5,2021-10-27,92
25835,8612,bbb,middle,10.7,66.62,10,5,2021-10-27,92
25836,8612,bbb,low,10.6,66.24,10,5,2021-10-27,92
25837,8613,bbb,high,12.1,63.84,10,5,2021-10-27,93
25838,8613,bbb,middle,11,66.87,10,5,2021-10-27,93
25839,8613,bbb,low,10.43,62.73,10,5,2021-10-27,93
25840,8614,bbb,high,8.87,59.8,10,5,2021-10-27,94
25841,8614,bbb,middle,8.73,63.06,10,5,2021-10-27,94
25842,8614,bbb,low,10.2,69.85,10,5,2021-10-27,94
25843,8615,bbb,high,10.67,67.62,10,5,2021-10-27,95
25844,8615,bbb,middle,10.43,63.52,10,5,2021-10-27,95
25845,8615,bbb,low,9.73,58.38,10,5,2021-10-27,95
25846,8616,bbb,high,10.5,67.32,10,5,2021-10-27,96
25847,8616,bbb,middle,9.97,59.98,10,5,2021-10-27,96
25848,8616,bbb,low,10.1,64.65,10,5,2021-10-27,96
25849,8617,bbb,high,10.33,64.11,10,5,2021-10-27,97
25850,8617,bbb,middle,10.27,65.27,10,5,2021-10-27,97
25851,8617,bbb,low,10.4,59.55,10,5,2021-10-27,97
25852,8618,bbb,high,9.87,65.85,10,5,2021-10-27,98
25853,8618,bbb,middle,10.27,58.6,10,5,2021-10-27,98
25854,8618,bbb,low,10.3,60.48,10,5,2021-10-27,98
25855,8619,bbb,high,9.27,58.04,10,5,2021-10-27,99
25856,8619,bbb,middle,9.8,63.84,10,5,2021-10-27,99
25857,8619,bbb,low,8.77,68.27,10,5,2021-10-27,99
25858,8620,bbb,high,9.87,56.6,10,5,2021-10-27,100
25859,8620,bbb,middle,9.8,60.86,10,5,2021-10-27,100
25860,8620,bbb,low,10.47,56.43,10,5,2021-10-27,100
